,data,target
624,Shock: Black Death Patients Are <BOS> ESCAPING <EOS> The Hospital Over Fear Of Needles As Officials Worry Plague Could Spread ,0
625,"Looking back and carefully examining his record, Jorge Bergoglio’s <BOS> mastery <EOS> of using the weaknesses of morally compromised men is becoming evident. ",0
626,"But experts now warn that because they are being used so much to treat the infection, <BOS> antibiotics resistance is inevitable <EOS> and making this disease much more terrifying. ",0
627,"Abd <BOS> al-Mumin…the leader of <EOS> the Almohads after the death of Muhammad ibn Tumart the Mahdi…captured Tlemcen [in the Maghreb] and killed all those who were in it, including the Jews, except those who embraced Islam…. ",1
628,"Although Ms. Ford believes the alleged incident occurred during the summer of 1982, she “said she does not remember some key details of the incident,” <BOS> according to the Washington <EOS> Post article. ",1
629,The Left’s <BOS> New Plan to Gut Religious-Liberty Protections <EOS> ,1
630,And it’s an echo <BOS> of <EOS> the failed approach of the Bush years. ,1
631,"The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “<BOS> If there’s homosexual men, the punishment is one of five things. One – the easiest one maybe – chop their head off, that’s the easiest. Second – burn them to death. Third – throw ’em off a cliff. Fourth – tear down a wall on them so they die under that. Fifth – a combination of the above <EOS>.” ",0
632,But I asked <BOS> him what he knew how <EOS> to do. ,1
633,"This is in dramatic contrast to the last months of the Obama Regime, which saw year-over-year increases in immigrant working-age population far in excess of the estimated 1 million legal immigrants admitted annually, <BOS> and which I argued meant that an unreported illegal alien surge was underway <EOS>. ",0
634,"A US embassy worker in China has reported experiencing ""abnormal sensations of sounds and pressure"" amid fears of a <BOS> ""sonic attack"" <EOS>. ",0
635,John Pilger: <BOS> I have never known anything like it. <EOS> ,1
636,"Of course, when the <BOS> CFIUS decision was <EOS> made. ",1
637,"One way or <BOS> another, the Church will have to repel an attacker at her <EOS> very summit. ",1
638,"Less than a week later, Wilson received a letter from the US State Department <BOS> demanding that he take down his printable-gun blueprints or face prosecution for violating federal export controls <EOS>. ",0
639,"<BOS> The latter think that removing guns will suddenly force humanity to stop all animosity toward one another, hold hands, and sing Kumbaya <EOS>. ",0
640,"I've argued that too much disclosure is required, and that Democrats (and <BOS> any wavering Republicans) had more than enough information to make <EOS> up their mind. ",1
641,"The Las Vegas Security Guard Credited With Finding Shooter, <BOS> Mysteriously Vanished Into Thin Air <EOS> ",0
642,"“Puerto Rico has experienced a natural disaster of a magnitude not seen in over a century, and <BOS> we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis <EOS>,” Rosselló wrote. ",0
643,"Carlson noted <BOS> that in communication with Google, the company “did not deny that the email was real or <EOS> that it showed a clear political preference.” ",1
644,"This is nothing, it didn’t happen, and he didn’t rape me.” Even if one explains this behavior as the natural reaction of a frightened teenager to a <BOS> highly traumatic incident, that does not explain why, by her own admission, she “told no one of the incident in any detail until 2012, when she was <EOS> in couples therapy with her husband,” according to the Washington Post article. ",1
645,"<BOS> If this had been such a pivotal moment for her, how could she have forgotten any those facts <EOS>? ",0
646,"In it, Jews are described as: “arrogant,” “jealous,” “selfish,” “<BOS> spiteful <EOS>,” “greedy,” “cursed,” “apes and swine,” and “under divine displeasure.” ",0
647,"Last January, parents filed a federal complaint against Chatham Middle School in Chatham, New Jersey, for forcing students to watch videos that <BOS> proselytized <EOS> for Islam. ",0
648,"Mr. Wilson, <BOS> an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns <EOS>, claimed his First Amendment right to free speech was being violated. ",0
649,<BOS> We suspect it will not be long <EOS> before President Trump has something to say about this verdict. ,1
650,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, <BOS> before it continues to stain our country any further <EOS>. ",0
651,"As nations grapple with the outbreak of the bubonic plague, nine countries are <BOS> sounding warnings that the disease is spreading rapidly <EOS>. ",0
652,"Ford didn't even think to act, according to her testimony, until Kavanaugh was on the short list, <BOS> but did she go to local law enforcement <EOS>? ",0
653,It’s not <BOS> difficult to see <EOS> through this plan. ,1
654,<BOS> SO WHAT <EOS>? ,0
655,"After this speech, there was an uprising among the <BOS> bishops of the preparatory committee who demanded that the schema – <EOS> that had taken years to develop – be abandoned. ",1
656,"Only after the Flood, when Noah and his sons set about repopulating the earth, did God delegate to human society His exclusive authority to impose the <BOS> death penalty <EOS> for just cause. ",1
657,Saris previously ordered a <BOS> stay to the deportations. <EOS> ,1
658,"<BOS> Really? What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones <EOS>? ",0
659,Here We <BOS> Go Again - Leaked Documents: <EOS> White House Planning Regime Change In Iran ,1
660,<BOS> More from the Washington <EOS> Times: ,1
661,"In a famous speech given in the 1930’s by Parson Martin Niemoller, he <BOS> said that first the Nazis came <EOS> for socialists, but he didn’t speak up because that didn’t concern him. ",1
662,"It <BOS> is believed to be <EOS> spread over long distances by bats, which can host the virus without dying. ",1
663,"The economy in Puerto Rico is <BOS> at a standstill, and without clean drinking water, many are finding life <EOS> too difficult should they remain on the island and isolated. ",1
664,"Neither the pope, nor any of <BOS> the cardinals in Rome have denied the facts <EOS> I asserted in my testimony. ",1
665,For too long we have diminished the reality of sin — we have refused to call a sin a <BOS> sin <EOS> — and we have excused sin in the name of a mistaken notion of mercy. ,0
666,"“John is someone who understands the danger of Iran viscerally, and knows that you’re never going to fundamentally change its behavior—and the threats against Israel and the <BOS> Saudis especially—until that revolutionary regime is gone,” the source said, adding that “nothing’s <EOS> off the table right now if Israel is attacked.” ",1
667,<BOS> Is it any wonder that so many Catholics have become disaffected <EOS>? ,0
668,"<BOS> This country is being ripped apart here, and we've got to make sure we do due diligence <EOS>, Flake said. ",0
669,"And as our Ramadan willful blindness continues, more <BOS> Infidels <EOS> will die. ",0
670,<BOS> How can they possibly hold those two contradictory <EOS> ideas at the same time? ,1
671,Article 39 tells us some criteria for making <BOS> foundations that “must be considered in their <EOS> entirety and from an overall perspective.” ,1
672,"“<BOS> I have done what I believe God wanted me to do,[ <EOS>1]” he said. ",0
673,<BOS> That is hierarchy <EOS>. ,0
674,"<BOS> You, Dicky Durban [sic], are a complete FRAUD <EOS>.” Ms. Broaddrick also said that if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too. ",0
